,description,amount,name,unitName,foodPortions_amount,gramWeight,name
231,"Flour, chestnut","[1.62, 68.8, 134.0, 1030.0, 0.0, 1.04, 0.998, 0.581, 4.05, 4.64, 2.9, 2.3, 0.0, 8.71, 7.33, 55.8, 5.29, 80.5, 385.0, 385.0, 1.26, 1.52, 0.689]","['Iron, Fe', 'Magnesium, Mg', 'Phosphorus, P', 'Potassium, K', 'Sodium, Na', 'Zinc, Zn', 'Nitrogen', 'Copper, Cu', 'Vitamin C, total ascorbic acid', 'Total lipid (fat)', 'Manganese, Mn', 'Ash', 'Selenium, Se', 'Fiber, total dietary', 'Water', 'Calcium, Ca', 'Protein', 'Carbohydrate, by difference', 'Energy (Atwater General Factors)', 'Energy (Atwater Specific Factors)', 'Fatty acids, total monounsaturated', 'Fatty acids, total polyunsaturated', 'Fatty acids, total saturated']","['mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'g', 'mg', 'mg', 'g', 'mg', 'g', 'µg', 'g', 'g', 'mg', 'g', 'g', 'kcal', 'kcal', 'g', 'g', 'g']",[],[],[]
232,"Nuts, macadamia nuts, raw","[1.88, 107.0, 208.0, 373.0, 0.0, 1.2, 1.47, 0.446, 64.9, 11.3, 1.36, 32.6, 7.56, 1.83, 52.7, 7.79, 24.1, 712.0, 669.0]","['Iron, Fe', 'Magnesium, Mg', 'Phosphorus, P', 'Potassium, K', 'Sodium, Na', 'Zinc, Zn', 'Nitrogen', 'Copper, Cu', 'Total lipid (fat)', 'Manganese, Mn', 'Ash', 'Selenium, Se', 'Fiber, total dietary', 'Water', 'Calcium, Ca', 'Protein', 'Carbohydrate, by difference', 'Energy (Atwater General Factors)', 'Energy (Atwater Specific Factors)']","['mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'g', 'mg', 'g', 'mg', 'g', 'µg', 'g', 'g', 'mg', 'g', 'g', 'kcal', 'kcal']",[],[],[]
233,"Nuts, pistachio nuts, raw","[3.46, 110.0, 500.0, 947.0, 0.0, 2.18, 3.87, 1.05, 45.0, 1.05, 2.83, 23.1, 6.97, 3.95, 117.0, 20.5, 27.7, 598.0, 561.0]","['Iron, Fe', 'Magnesium, Mg', 'Phosphorus, P', 'Potassium, K', 'Sodium, Na', 'Zinc, Zn', 'Nitrogen', 'Copper, Cu', 'Total lipid (fat)', 'Manganese, Mn', 'Ash', 'Selenium, Se', 'Fiber, total dietary', 'Water', 'Calcium, Ca', 'Protein', 'Carbohydrate, by difference', 'Energy (Atwater General Factors)', 'Energy (Atwater Specific Factors)']","['mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'g', 'mg', 'g', 'mg', 'g', 'µg', 'g', 'g', 'mg', 'g', 'g', 'kcal', 'kcal']",[],[],[]
234,"Seeds, pumpkin seeds (pepitas), raw","[8.36, 500.0, 1150.0, 691.0, 0.0, 6.34, 5.64, 1.22, 40.0, 4.12, 4.77, 20.5, 5.08, 6.62, 37.4, 29.9, 18.7, 555.0, 515.0]","['Iron, Fe', 'Magnesium, Mg', 'Phosphorus, P', 'Potassium, K', 'Sodium, Na', 'Zinc, Zn', 'Nitrogen', 'Copper, Cu', 'Total lipid (fat)', 'Manganese, Mn', 'Ash', 'Selenium, Se', 'Fiber, total dietary', 'Water', 'Calcium, Ca', 'Protein', 'Carbohydrate, by difference', 'Energy (Atwater General Factors)', 'Energy (Atwater Specific Factors)']","['mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'g', 'mg', 'g', 'mg', 'g', 'µg', 'g', 'g', 'mg', 'g', 'g', 'kcal', 'kcal']",[],[],[]
235,"Seeds, sunflower seed, kernel, raw","[4.37, 302.0, 732.0, 657.0, 0.0, 5.58, 3.56, 1.88, 48.4, 2.63, 3.31, 17.8, 7.22, 4.87, 116.0, 18.9, 24.5, 609.0, 571.0]","['Iron, Fe', 'Magnesium, Mg', 'Phosphorus, P', 'Potassium, K', 'Sodium, Na', 'Zinc, Zn', 'Nitrogen', 'Copper, Cu', 'Total lipid (fat)', 'Manganese, Mn', 'Ash', 'Selenium, Se', 'Fiber, total dietary', 'Water', 'Calcium, Ca', 'Protein', 'Carbohydrate, by difference', 'Energy (Atwater General Factors)', 'Energy (Atwater Specific Factors)']","['mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'g', 'mg', 'g', 'mg', 'g', 'µg', 'g', 'g', 'mg', 'g', 'g', 'kcal', 'kcal']",[],[],[]
236,"Flour, coconut","[8.02, 248.0, 507.0, 2090.0, 46.9, 3.7, 3.04, 2.08, 15.3, 5.29, 4.99, 26.8, 34.2, 4.69, 36.0, 16.1, 58.9, 438.0, 424.0, 0.806, 0.111, 14.0]","['Iron, Fe', 'Magnesium, Mg', 'Phosphorus, P', 'Potassium, K', 'Sodium, Na', 'Zinc, Zn', 'Nitrogen', 'Copper, Cu', 'Total lipid (fat)', 'Manganese, Mn', 'Ash', 'Selenium, Se', 'Fiber, total dietary', 'Water', 'Calcium, Ca', 'Protein', 'Carbohydrate, by difference', 'Energy (Atwater General Factors)', 'Energy (Atwater Specific Factors)', 'Fatty acids, total monounsaturated', 'Fatty acids, total polyunsaturated', 'Fatty acids, total saturated']","['mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'g', 'mg', 'g', 'mg', 'g', 'µg', 'g', 'g', 'mg', 'g', 'g', 'kcal', 'kcal', 'g', 'g', 'g']",[],[],[]
237,"Beans, cannellini, dry","[6.67, 154.0, 412.0, 1420.0, 0.0, 2.72, 0.742, 3.45, 2.2, 1.78, 4.14, 29.9, 12.3, 143.0, 21.6, 59.8, 345.0, 337.0]","['Iron, Fe', 'Magnesium, Mg', 'Phosphorus, P', 'Potassium, K', 'Sodium, Na', 'Zinc, Zn', 'Copper, Cu', 'Nitrogen', 'Total lipid (fat)', 'Manganese, Mn', 'Ash', 'Starch', 'Water', 'Calcium, Ca', 'Protein', 'Carbohydrate, by difference', 'Energy (Atwater General Factors)', 'Energy (Atwater Specific Factors)']","['mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'g', 'g', 'mg', 'g', 'g', 'g', 'mg', 'g', 'g', 'kcal', 'kcal']",[],[],[]
238,"Chickpeas, (garbanzo beans, bengal gram), dry","[5.09, 135.0, 353.0, 1070.0, 8.78, 3.12, 0.804, 3.4, 6.27, 3.58, 3.32, 34.1, 8.77, 111.0, 60.4, 21.3, 383.0, 372.0]","['Iron, Fe', 'Magnesium, Mg', 'Phosphorus, P', 'Potassium, K', 'Sodium, Na', 'Zinc, Zn', 'Copper, Cu', 'Nitrogen', 'Total lipid (fat)', 'Manganese, Mn', 'Ash', 'Starch', 'Water', 'Calcium, Ca', 'Carbohydrate, by difference', 'Protein', 'Energy (Atwater General Factors)', 'Energy (Atwater Specific Factors)']","['mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'g', 'g', 'mg', 'g', 'g', 'g', 'mg', 'g', 'g', 'kcal', 'kcal']",[],[],[]
239,"Lentils, dry","[7.16, 107.0, 374.0, 949.0, 0.0, 3.86, 0.838, 3.77, 1.92, 1.57, 2.88, 37.1, 9.45, 61.8, 23.6, 62.2, 360.0, 351.0]","['Iron, Fe', 'Magnesium, Mg', 'Phosphorus, P', 'Potassium, K', 'Sodium, Na', 'Zinc, Zn', 'Copper, Cu', 'Nitrogen', 'Total lipid (fat)', 'Manganese, Mn', 'Ash', 'Starch', 'Water', 'Calcium, Ca', 'Protein', 'Carbohydrate, by difference', 'Energy (Atwater General Factors)', 'Energy (Atwater Specific Factors)']","['mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'g', 'g', 'mg', 'g', 'g', 'g', 'mg', 'g', 'g', 'kcal', 'kcal']",[],[],[]
240,"Blackeye pea, dry","[5.93, 184.0, 428.0, 1240.0, 3.46, 3.65, 0.936, 3.4, 2.42, 1.29, 3.51, 37.4, 11.0, 71.4, 21.2, 61.8, 354.0, 346.0]","['Iron, Fe', 'Magnesium, Mg', 'Phosphorus, P', 'Potassium, K', 'Sodium, Na', 'Zinc, Zn', 'Copper, Cu', 'Nitrogen', 'Total lipid (fat)', 'Manganese, Mn', 'Ash', 'Starch', 'Water', 'Calcium, Ca', 'Protein', 'Carbohydrate, by difference', 'Energy (Atwater General Factors)', 'Energy (Atwater Specific Factors)']","['mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'g', 'g', 'mg', 'g', 'g', 'g', 'mg', 'g', 'g', 'kcal', 'kcal']",[],[],[]
241,"Beans, black, canned, sodium added, drained and rinsed","[1.69, 32.5, 91.0, 253.0, 218.0, 0.74, 0.336, 1.11, 1.27, 0.332, 1.21, 11.8, 6.69, 70.8, 43.3, 115.0, 6.91, 19.8, 118.0]","['Iron, Fe', 'Magnesium, Mg', 'Phosphorus, P', 'Potassium, K', 'Sodium, Na', 'Zinc, Zn', 'Copper, Cu', 'Nitrogen', 'Total lipid (fat)', 'Manganese, Mn', 'Ash', 'Starch', 'Total dietary fiber (AOAC 2011.25)', 'Water', 'Calcium, Ca', 'Energy (Atwater Specific Factors)', 'Protein', 'Carbohydrate, by difference', 'Energy (Atwater General Factors)']","['mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'g', 'g', 'mg', 'g', 'g', 'g', 'g', 'mg', 'kcal', 'g', 'g', 'kcal']",[],[],[]
242,"Beans, navy, canned, sodium added, drained and rinsed","[1.6, 29.6, 86.7, 184.0, 190.0, 0.631, 0.29, 1.05, 1.4, 0.377, 1.09, 12.1, 6.85, 71.0, 63.9, 119.0, 6.57, 20.0, 116.0]","['Iron, Fe', 'Magnesium, Mg', 'Phosphorus, P', 'Potassium, K', 'Sodium, Na', 'Zinc, Zn', 'Copper, Cu', 'Nitrogen', 'Total lipid (fat)', 'Manganese, Mn', 'Ash', 'Starch', 'Total dietary fiber (AOAC 2011.25)', 'Water', 'Calcium, Ca', 'Energy (Atwater General Factors)', 'Protein', 'Carbohydrate, by difference', 'Energy (Atwater Specific Factors)']","['mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'g', 'g', 'mg', 'g', 'g', 'g', 'g', 'mg', 'kcal', 'g', 'g', 'kcal']",[],[],[]
243,"Beans, cannellini, canned, sodium added, drained and rinsed","[1.4, 29.3, 94.7, 203.0, 164.0, 0.516, 0.219, 1.19, 1.17, 0.369, 1.07, 11.3, 6.76, 71.5, 69.2, 7.41, 18.8, 115.0, 112.0]","['Iron, Fe', 'Magnesium, Mg', 'Phosphorus, P', 'Potassium, K', 'Sodium, Na', 'Zinc, Zn', 'Copper, Cu', 'Nitrogen', 'Total lipid (fat)', 'Manganese, Mn', 'Ash', 'Starch', 'Total dietary fiber (AOAC 2011.25)', 'Water', 'Calcium, Ca', 'Protein', 'Carbohydrate, by difference', 'Energy (Atwater General Factors)', 'Energy (Atwater Specific Factors)']","['mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'g', 'g', 'mg', 'g', 'g', 'g', 'g', 'mg', 'g', 'g', 'kcal', 'kcal']",[],[],[]
244,"Chickpeas (garbanzo beans, bengal gram), canned, sodium added, drained and rinsed","[1.04, 28.4, 86.5, 137.0, 202.0, 0.724, 0.267, 1.12, 3.1, 0.745, 0.975, 12.8, 5.92, 68.6, 40.5, 137.0, 7.02, 20.3, 133.0]","['Iron, Fe', 'Magnesium, Mg', 'Phosphorus, P', 'Potassium, K', 'Sodium, Na', 'Zinc, Zn', 'Copper, Cu', 'Nitrogen', 'Total lipid (fat)', 'Manganese, Mn', 'Ash', 'Starch', 'Total dietary fiber (AOAC 2011.25)', 'Water', 'Calcium, Ca', 'Energy (Atwater General Factors)', 'Protein', 'Carbohydrate, by difference', 'Energy (Atwater Specific Factors)']","['mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'g', 'g', 'mg', 'g', 'g', 'g', 'g', 'mg', 'kcal', 'g', 'g', 'kcal']",[],[],[]
245,"Beans, kidney, dark red, canned, sodium added, sugar added, drained and rinsed","[1.44, 29.3, 104.0, 227.0, 172.0, 0.56, 0.273, 1.25, 1.26, 0.328, 1.09, 12.2, 7.01, 68.8, 56.9, 127.0, 7.8, 21.0, 123.0]","['Iron, Fe', 'Magnesium, Mg', 'Phosphorus, P', 'Potassium, K', 'Sodium, Na', 'Zinc, Zn', 'Copper, Cu', 'Nitrogen', 'Total lipid (fat)', 'Manganese, Mn', 'Ash', 'Starch', 'Total dietary fiber (AOAC 2011.25)', 'Water', 'Calcium, Ca', 'Energy (Atwater General Factors)', 'Protein', 'Carbohydrate, by difference', 'Energy (Atwater Specific Factors)']","['mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'g', 'g', 'mg', 'g', 'g', 'g', 'g', 'mg', 'kcal', 'g', 'g', 'kcal']",[],[],[]
246,"Beans, kidney, light red, canned, sodium added, sugar added, drained and rinsed","[1.3, 25.5, 93.6, 209.0, 158.0, 0.526, 0.271, 1.17, 1.3, 0.345, 1.02, 13.1, 7.4, 68.9, 60.2, 127.0, 7.31, 21.4, 124.0]","['Iron, Fe', 'Magnesium, Mg', 'Phosphorus, P', 'Potassium, K', 'Sodium, Na', 'Zinc, Zn', 'Copper, Cu', 'Nitrogen', 'Total lipid (fat)', 'Manganese, Mn', 'Ash', 'Starch', 'Total dietary fiber (AOAC 2011.25)', 'Water', 'Calcium, Ca', 'Energy (Atwater General Factors)', 'Protein', 'Carbohydrate, by difference', 'Energy (Atwater Specific Factors)']","['mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'g', 'g', 'mg', 'g', 'g', 'g', 'g', 'mg', 'kcal', 'g', 'g', 'kcal']",[],[],[]
247,"Peas, green, sweet, canned, sodium added, sugar added, drained and rinsed","[1.14, 21.9, 77.7, 109.0, 207.0, 0.712, 0.123, 0.758, 1.15, 0.285, 0.875, 4.48, 5.95, 80.5, 28.2, 80.1, 4.73, 12.7, 77.8]","['Iron, Fe', 'Magnesium, Mg', 'Phosphorus, P', 'Potassium, K', 'Sodium, Na', 'Zinc, Zn', 'Copper, Cu', 'Nitrogen', 'Total lipid (fat)', 'Manganese, Mn', 'Ash', 'Starch', 'Total dietary fiber (AOAC 2011.25)', 'Water', 'Calcium, Ca', 'Energy (Atwater General Factors)', 'Protein', 'Carbohydrate, by difference', 'Energy (Atwater Specific Factors)']","['mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'g', 'g', 'mg', 'g', 'g', 'g', 'g', 'mg', 'kcal', 'g', 'g', 'kcal']",[],[],[]
248,"Beans, pinto, canned, sodium added, drained and rinsed","[1.28, 27.5, 83.1, 210.0, 202.0, 0.625, 0.255, 1.07, 1.27, 0.317, 1.11, 11.6, 7.09, 71.3, 55.2, 19.6, 6.69, 117.0, 114.0]","['Iron, Fe', 'Magnesium, Mg', 'Phosphorus, P', 'Potassium, K', 'Sodium, Na', 'Zinc, Zn', 'Copper, Cu', 'Nitrogen', 'Total lipid (fat)', 'Manganese, Mn', 'Ash', 'Starch', 'Total dietary fiber (AOAC 2011.25)', 'Water', 'Calcium, Ca', 'Carbohydrate, by difference', 'Protein', 'Energy (Atwater General Factors)', 'Energy (Atwater Specific Factors)']","['mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'g', 'g', 'mg', 'g', 'g', 'g', 'g', 'mg', 'g', 'g', 'kcal', 'kcal']",[],[],[]
249,"Blackeye pea, canned, sodium added, drained and rinsed","[1.08, 27.3, 83.0, 138.0, 227.0, 0.655, 0.285, 1.11, 1.3, 0.222, 0.993, 13.6, 4.34, 71.6, 27.8, 19.2, 6.92, 116.0, 113.0]","['Iron, Fe', 'Magnesium, Mg', 'Phosphorus, P', 'Potassium, K', 'Sodium, Na', 'Zinc, Zn', 'Copper, Cu', 'Nitrogen', 'Total lipid (fat)', 'Manganese, Mn', 'Ash', 'Starch', 'Total dietary fiber (AOAC 2011.25)', 'Water', 'Calcium, Ca', 'Carbohydrate, by difference', 'Protein', 'Energy (Atwater General Factors)', 'Energy (Atwater Specific Factors)']","['mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'g', 'g', 'mg', 'g', 'g', 'g', 'g', 'mg', 'g', 'g', 'kcal', 'kcal']",[],[],[]
250,"Beans, great northern, canned, sodium added, drained and rinsed","[1.38, 29.3, 88.6, 213.0, 223.0, 0.635, 0.256, 1.12, 1.27, 0.463, 1.21, 11.7, 6.91, 71.2, 67.2, 19.3, 7.03, 117.0, 114.0]","['Iron, Fe', 'Magnesium, Mg', 'Phosphorus, P', 'Potassium, K', 'Sodium, Na', 'Zinc, Zn', 'Copper, Cu', 'Nitrogen', 'Total lipid (fat)', 'Manganese, Mn', 'Ash', 'Starch', 'Total dietary fiber (AOAC 2011.25)', 'Water', 'Calcium, Ca', 'Carbohydrate, by difference', 'Protein', 'Energy (Atwater General Factors)', 'Energy (Atwater Specific Factors)']","['mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'g', 'g', 'mg', 'g', 'g', 'g', 'g', 'mg', 'g', 'g', 'kcal', 'kcal']",[],[],[]
251,"Pork, loin, boneless, raw","[0.452, 22.0, 197.0, 361.0, 55.9, 40.2, 1.57, 0.029, 0.038, 3.38, 3.28, 9.47, 3.95, 0.0, 1.38, 1.07, 68.8, 4.11, 21.1, 0.0, 168.0, 174.0]","['Iron, Fe', 'Magnesium, Mg', 'Phosphorus, P', 'Potassium, K', 'Cholesterol', 'Sodium, Na', 'Zinc, Zn', 'Fatty acids, total trans', 'Copper, Cu', 'Nitrogen', 'Fatty acids, total saturated', 'Total lipid (fat)', 'Fatty acids, total monounsaturated', 'Manganese, Mn', 'Fatty acids, total polyunsaturated', 'Ash', 'Water', 'Calcium, Ca', 'Protein', 'Carbohydrate, by difference', 'Energy (Atwater General Factors)', 'Energy (Atwater Specific Factors)']","['mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'g', 'mg', 'g', 'g', 'g', 'g', 'mg', 'g', 'g', 'g', 'mg', 'g', 'g', 'kcal', 'kcal']",[],[],[]
252,"Pork, loin, tenderloin, boneless, raw","[0.929, 24.7, 217.0, 397.0, 59.6, 41.4, 1.77, 0.01, 0.077, 3.45, 0.866, 3.9, 0.862, 0.003, 0.418, 1.18, 73.9, 4.53, 119.0, 21.6, 0.0, 125.0]","['Iron, Fe', 'Magnesium, Mg', 'Phosphorus, P', 'Potassium, K', 'Cholesterol', 'Sodium, Na', 'Zinc, Zn', 'Fatty acids, total trans', 'Copper, Cu', 'Nitrogen', 'Fatty acids, total saturated', 'Total lipid (fat)', 'Fatty acids, total monounsaturated', 'Manganese, Mn', 'Fatty acids, total polyunsaturated', 'Ash', 'Water', 'Calcium, Ca', 'Energy (Atwater General Factors)', 'Protein', 'Carbohydrate, by difference', 'Energy (Atwater Specific Factors)']","['mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'g', 'mg', 'g', 'g', 'g', 'g', 'mg', 'g', 'g', 'g', 'mg', 'kcal', 'g', 'g', 'kcal']",[],[],[]
253,"Chicken, breast, boneless, skinless, raw","[0.354, 26.2, 215.0, 330.0, 72.7, 65.8, 0.654, 0.009, 0.004, 3.6, 0.349, 1.93, 0.369, 0.0, 0.296, 1.13, 74.8, 3.94, 22.5, 0.0, 106.0, 112.0]","['Iron, Fe', 'Magnesium, Mg', 'Phosphorus, P', 'Potassium, K', 'Cholesterol', 'Sodium, Na', 'Zinc, Zn', 'Fatty acids, total trans', 'Copper, Cu', 'Nitrogen', 'Fatty acids, total saturated', 'Total lipid (fat)', 'Fatty acids, total monounsaturated', 'Manganese, Mn', 'Fatty acids, total polyunsaturated', 'Ash', 'Water', 'Calcium, Ca', 'Protein', 'Carbohydrate, by difference', 'Energy (Atwater General Factors)', 'Energy (Atwater Specific Factors)']","['mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'g', 'mg', 'g', 'g', 'g', 'g', 'mg', 'g', 'g', 'g', 'mg', 'g', 'g', 'kcal', 'kcal']",[],[],[]
254,"Chicken, thigh, boneless, skinless, raw","[0.602, 21.8, 178.0, 272.0, 91.7, 62.3, 1.35, 0.024, 0.042, 2.98, 1.66, 7.92, 2.24, 0.0, 1.42, 0.958, 72.9, 5.65, 144.0, 18.6, 0.0, 149.0]","['Iron, Fe', 'Magnesium, Mg', 'Phosphorus, P', 'Potassium, K', 'Cholesterol', 'Sodium, Na', 'Zinc, Zn', 'Fatty acids, total trans', 'Copper, Cu', 'Nitrogen', 'Fatty acids, total saturated', 'Total lipid (fat)', 'Fatty acids, total monounsaturated', 'Manganese, Mn', 'Fatty acids, total polyunsaturated', 'Ash', 'Water', 'Calcium, Ca', 'Energy (Atwater General Factors)', 'Protein', 'Carbohydrate, by difference', 'Energy (Atwater Specific Factors)']","['mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'g', 'mg', 'g', 'g', 'g', 'g', 'mg', 'g', 'g', 'g', 'mg', 'kcal', 'g', 'g', 'kcal']",[],[],[]
255,"Beef, ribeye, steak, boneless, choice, raw","[1.64, 16.7, 150.0, 288.0, 62.7, 42.5, 4.06, 0.974, 0.043, 3.0, 7.97, 20.0, 7.73, 0.0, 0.629, 0.892, 60.6, 4.17, 254.0, 18.7, 0.0, 260.0]","['Iron, Fe', 'Magnesium, Mg', 'Phosphorus, P', 'Potassium, K', 'Cholesterol', 'Sodium, Na', 'Zinc, Zn', 'Fatty acids, total trans', 'Copper, Cu', 'Nitrogen', 'Fatty acids, total saturated', 'Total lipid (fat)', 'Fatty acids, total monounsaturated', 'Manganese, Mn', 'Fatty acids, total polyunsaturated', 'Ash', 'Water', 'Calcium, Ca', 'Energy (Atwater General Factors)', 'Protein', 'Carbohydrate, by difference', 'Energy (Atwater Specific Factors)']","['mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'g', 'mg', 'g', 'g', 'g', 'g', 'mg', 'g', 'g', 'g', 'mg', 'kcal', 'g', 'g', 'kcal']",[],[],[]
256,"Beef, round, top round, boneless, choice, raw","[1.9, 22.1, 192.0, 352.0, 59.3, 45.5, 3.78, 0.228, 0.055, 3.44, 1.7, 5.7, 1.7, 0.003, 0.238, 1.09, 70.9, 4.07, 141.0, 21.5, 0.852, 146.0]","['Iron, Fe', 'Magnesium, Mg', 'Phosphorus, P', 'Potassium, K', 'Cholesterol', 'Sodium, Na', 'Zinc, Zn', 'Fatty acids, total trans', 'Copper, Cu', 'Nitrogen', 'Fatty acids, total saturated', 'Total lipid (fat)', 'Fatty acids, total monounsaturated', 'Manganese, Mn', 'Fatty acids, total polyunsaturated', 'Ash', 'Water', 'Calcium, Ca', 'Energy (Atwater General Factors)', 'Protein', 'Carbohydrate, by difference', 'Energy (Atwater Specific Factors)']","['mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'g', 'mg', 'g', 'g', 'g', 'g', 'mg', 'g', 'g', 'g', 'mg', 'kcal', 'g', 'g', 'kcal']",[],[],[]
257,"Beef, chuck, roast, boneless, choice, raw","[2.06, 17.0, 151.0, 281.0, 66.8, 48.4, 5.39, 0.669, 0.054, 2.94, 6.34, 17.8, 7.02, 0.0, 0.556, 0.894, 63.4, 4.58, 232.0, 18.4, 0.0, 237.0]","['Iron, Fe', 'Magnesium, Mg', 'Phosphorus, P', 'Potassium, K', 'Cholesterol', 'Sodium, Na', 'Zinc, Zn', 'Fatty acids, total trans', 'Copper, Cu', 'Nitrogen', 'Fatty acids, total saturated', 'Total lipid (fat)', 'Fatty acids, total monounsaturated', 'Manganese, Mn', 'Fatty acids, total polyunsaturated', 'Ash', 'Water', 'Calcium, Ca', 'Energy (Atwater General Factors)', 'Protein', 'Carbohydrate, by difference', 'Energy (Atwater Specific Factors)']","['mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'g', 'mg', 'g', 'g', 'g', 'g', 'mg', 'g', 'g', 'g', 'mg', 'kcal', 'g', 'g', 'kcal']",[],[],[]
258,"Beef, flank, steak, boneless, choice, raw","[1.83, 18.9, 167.0, 332.0, 57.7, 51.3, 5.56, 0.389, 0.045, 3.22, 3.55, 9.4, 3.59, 0.002, 0.314, 0.994, 69.8, 3.84, 164.0, 20.1, 0.0, 170.0]","['Iron, Fe', 'Magnesium, Mg', 'Phosphorus, P', 'Potassium, K', 'Cholesterol', 'Sodium, Na', 'Zinc, Zn', 'Fatty acids, total trans', 'Copper, Cu', 'Nitrogen', 'Fatty acids, total saturated', 'Total lipid (fat)', 'Fatty acids, total monounsaturated', 'Manganese, Mn', 'Fatty acids, total polyunsaturated', 'Ash', 'Water', 'Calcium, Ca', 'Energy (Atwater General Factors)', 'Protein', 'Carbohydrate, by difference', 'Energy (Atwater Specific Factors)']","['mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'g', 'mg', 'g', 'g', 'g', 'g', 'mg', 'g', 'g', 'g', 'mg', 'kcal', 'g', 'g', 'kcal']",[],[],[]
259,"Yogurt, plain, nonfat","[0.0, 15.2, 127.0, 210.0, 3.38, 51.5, 0.599, 0.0, 0.662, 0.087, 58.7, 0.0, 1.04, 0.0, 0.0, 0.217, 86.6, 167.0, 4.23, 8.08, None, 0.217, 50.0, 50.1, 8.68]","['Iron, Fe', 'Magnesium, Mg', 'Phosphorus, P', 'Potassium, K', 'Cholesterol', 'Sodium, Na', 'Zinc, Zn', 'Copper, Cu', 'Nitrogen', 'Total lipid (fat)', 'Iodine, I', 'Manganese, Mn', 'Ash', 'Retinol', 'Vitamin D2 (ergocalciferol)', 'Vitamin D3 (cholecalciferol)', 'Water', 'Calcium, Ca', 'Protein', 'Carbohydrate, by difference', 'Vitamin A', 'Vitamin D (D2 + D3)', 'Energy (Atwater General Factors)', 'Energy (Atwater Specific Factors)', 'Vitamin D (D2 + D3), International Units']","['mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'g', 'g', 'µg', 'mg', 'g', 'µg', 'µg', 'µg', 'g', 'mg', 'g', 'g', 'mg', 'µg', 'kcal', 'kcal', 'IU']",[],[],[]
260,"Cheese, monterey jack, solid","[0.0, 29.6, 471.0, 82.9, 662.0, 3.78, 0.0, 35.9, 6.68, 0.011, 192.0, 0.0, 0.0, 39.2, 99.8, 3.54, 19.2, 32.6, 3.68, 1.03, 3.04, 9.3, 2.82, 0.739, 715.0, 1.9, 22.6, None, 0.0, 392.0, 391.0, 0.0]","['Iron, Fe', 'Magnesium, Mg', 'Phosphorus, P', 'Potassium, K', 'Sodium, Na', 'Zinc, Zn', 'Copper, Cu', 'Iodine, I', 'Fatty acids, total monounsaturated', 'Manganese, Mn', 'Retinol', 'Vitamin D2 (ergocalciferol)', 'Vitamin D3 (cholecalciferol)', 'Water', 'Cholesterol', 'Nitrogen', 'Fatty acids, total saturated', 'Total lipid (fat)', 'Ash', 'SFA 12:0', 'SFA 14:0', 'SFA 16:0', 'SFA 18:0', 'PUFA 18:2', 'Calcium, Ca', 'Carbohydrate, by difference', 'Protein', 'Vitamin A', 'Vitamin D (D2 + D3)', 'Energy (Atwater General Factors)', 'Energy (Atwater Specific Factors)', 'Vitamin D (D2 + D3), International Units']","['mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'mg', 'µg', 'g', 'mg', 'µg', 'µg', 'µg', 'g', 'mg', 'g', 'g', 'g', 'g', 'g', 'g', 'g', 'g', 'g', 'mg', 'g', 'g', 'mg', 'µg', 'kcal', 'kcal', 'IU']",[],[],[]
